CustID,AgentBonus,Age,CustTenure,ExistingProdType,NumberOfPolicy,MonthlyIncome,Complaint,ExistingPolicyTenure,SumAssured,PaymentMethod,LastMonthCalls,CustCareScore,Agent,Online,Third Party Partner,Free Lancer,Large Business,Salaried,Small Business,Diploma,Engineer,Graduate,MBA,Post Graduate,UG,Under Graduate,Female,Male,AVP,Exe,Executive,Manager,Senior Manager,VP,Divorced,Married,Single,Unmarried,East,North,South,West
7001044,4286,26.0,17.0,5,4.0,21430.0,0,2.0,737192.0,4,2,5.0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
7001406,3699,14.494707127734651,15.0,5,3.0,17613.0,0,2.0,636182.0,4,9,3.0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
7003684,3252,7.0,13.0,5,4.0,27096.0,0,1.0,416195.0,4,3,4.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
7004147,5652,34.0,17.0,5,4.0,23551.0,0,3.0,949576.0,4,1,5.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
7001360,2525,3.0,14.469026548672566,1,1.0,18038.0,0,6.0,277785.0,1,0,1.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
7001957,3912,8.0,12.0,3,4.0,17008.0,0,1.0,619999.6992670636,3,0,3.067591763652641,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True
7001563,2679,5.0,16.0,1,5.0,20605.0,1,4.0,321438.0,1,7,3.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
7000620,7015,42.0,7.0,1,2.0,22890.30999066293,0,8.0,855793.0,1,1,2.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True
7004308,3075,18.0,12.0,4,6.0,20499.0,1,5.0,547323.0,3,3,5.0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True
7002277,5305,5.0,16.0,4,3.0,25261.0,1,6.0,838160.0,3,8,2.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
7003635,6177,25.0,31.0,5,2.0,28076.0,0,3.0,685616.0,4,8,5.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False
7002702,5199,16.0,21.0,2,4.0,23632.0,0,5.0,831846.0,1,4,3.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
7000328,3579,21.0,7.0,4,2.0,17045.0,0,1.0,619999.6992670636,4,1,3.067591763652641,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True
7004237,2428,15.0,7.0,4,5.0,22074.0,1,1.0,352080.0,3,1,4.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True
7000527,3481,14.494707127734651,7.0,4,5.0,17404.0,1,4.0,678756.0,4,0,5.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
7000897,4249,4.0,4.0,4,4.0,23606.0,0,5.0,531135.0,4,3,1.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
7002526,2504,8.0,15.0,4,3.0,25039.0,1,4.0,490764.0,3,6,5.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
7000099,5104,31.0,26.0,3,2.0,20415.0,1,6.0,617554.0,3,8,2.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True
7001334,2077,8.0,6.0,3,1.0,20772.0,1,2.0,257573.0,3,8,5.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
7004203,4198,25.0,17.0,5,2.0,20989.0,0,6.0,461758.0,4,4,5.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
7003081,3438,3.0,10.0,5,6.0,26445.0,0,1.0,343785.0,4,10,3.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True
7000977,3186,13.0,10.0,4,3.0,22756.0,1,2.0,551150.0,4,2,5.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
7004484,3541,7.0,14.0,4,4.0,20829.0,0,2.0,509894.0,4,3,5.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
7002407,5705,11.0,11.0,4,5.0,24806.0,1,11.0,1106844.0,3,5,2.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
7003950,3452,14.0,3.0,4,6.0,23015.0,0,9.0,510933.0,3,9,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
7002716,4324,17.0,17.0,5,3.0,21619.0,0,6.0,726398.0,4,5,3.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True
7001501,6290,31.0,6.0,3,1.0,28591.0,1,3.0,723352.0,3,0,1.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
7002673,5885,35.0,24.0,5,3.0,24519.0,1,2.0,664955.0,4,3,3.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
7000657,3347,10.0,10.0,3,4.0,18597.0,0,4.0,448560.0,3,2,5.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
7000495,2851,11.0,17.0,3,3.0,21932.0,0,2.0,453334.0,3,0,2.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
7002927,9600,38.0,10.0,4,6.0,38400.0,0,15.0,1737600.0,3,3,4.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
7000354,6154,6.0,31.0,4,3.0,34189.0,0,4.130073800738008,1212342.0,4,10,2.0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True
7002242,3472,7.0,17.0,3,4.0,34717.0,0,4.130073800738008,635321.0,3,7,5.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
7004003,3864,4.0,4.0,4,5.0,20335.0,1,8.0,440456.0,3,1,4.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
7004359,5513,22.0,28.0,4,2.0,22890.30999066293,0,3.0,799339.0,3,6,3.0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True
7002825,9192,9.0,55.0,6,3.0,38302.0,0,2.0,1838496.0,4,10,3.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
7000501,4631,5.0,19.0,4,5.0,19294.0,0,1.0,546406.0,4,7,3.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
7001146,4127,12.0,21.0,4,3.0,34392.0,0,4.130073800738008,751121.0,4,14,3.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
7001052,2747,8.0,8.0,4,5.0,21134.0,1,2.0,513768.0,4,2,1.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
7000809,2548,13.0,15.0,1,3.0,21232.0,0,4.0,405107.0,1,2,1.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
7002985,3861,15.0,19.0,2,3.0,21451.0,1,3.0,536704.0,1,2,5.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
7003153,3123,3.0,6.0,5,6.0,20819.0,0,1.0,574604.0,4,8,3.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
7004075,4173,4.0,4.0,2,2.0,26082.0,0,3.0,705257.0,1,9,1.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
7004157,2868,9.0,6.0,4,4.0,28678.0,0,3.0,524807.0,3,7,3.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True
7002704,4958,25.0,10.0,5,4.0,24791.0,0,1.0,981724.0,4,1,5.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
7002651,5507,33.0,28.0,4,6.0,23942.0,1,3.0,1013225.0,3,5,3.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
7000605,2548,13.0,3.0,4,5.0,25482.0,0,2.0,486706.0,4,6,4.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False
7002221,2121,8.0,11.0,1,1.0,21209.0,0,5.0,407213.0,3,8,4.0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
7004056,4669,28.0,14.0,4,5.0,22890.30999066293,0,1.0,868456.0,3,2,3.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
7002503,3447,7.0,14.0,5,6.0,28723.0,0,7.0,468759.0,4,12,2.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
7004244,4150,4.0,17.0,4,4.0,23058.0,0,2.0,759531.0,3,1,4.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
7002066,4270,4.0,13.0,4,5.0,23722.0,0,2.0,478236.0,4,9,1.0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False
7004058,3280,13.0,7.0,5,2.0,20502.0,0,1.0,334593.0,4,2,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
7001905,2094,2.0,13.0,1,5.0,19037.0,0,4.0,215689.0,1,8,4.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
7003218,2907,9.0,15.0,6,6.0,24226.0,1,1.0,383740.0,4,5,3.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
7000100,4738,28.0,28.0,3,5.0,19741.0,1,5.0,578016.0,3,3,3.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True
7000012,3497,10.0,7.0,3,4.0,19425.0,0,1.0,447552.0,3,2,2.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
7004454,6441,32.0,13.0,2,4.0,26837.0,1,8.0,1011218.0,4,9,5.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
7002767,2428,5.0,7.0,4,5.0,22074.0,1,1.0,386074.0,3,1,4.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True
7001553,4180,21.0,13.0,1,5.0,19000.0,0,1.0,434720.0,1,5,5.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
7001253,7231,29.0,29.0,3,1.0,34431.0,0,4.130073800738008,1287031.0,3,3,4.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
7000174,4980,15.0,15.0,3,2.0,21653.0,0,5.0,761969.0,3,0,2.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
7004328,5399,5.0,16.0,4,6.0,28414.0,0,8.0,664035.0,3,3,4.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
7002016,3434,17.0,14.0,1,5.0,26416.0,1,2.0,597530.0,1,7,1.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
7001056,2147,2.0,4.0,3,1.0,21472.0,1,4.0,272694.0,3,8,5.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
7002698,5029,25.0,20.0,4,3.0,22860.0,0,6.0,804672.0,3,4,2.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
7002464,5258,11.0,11.0,4,6.0,21033.0,0,2.0,1020101.0,3,3,3.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
7001740,2119,2.0,6.0,3,1.0,19262.0,0,4.0,250021.0,3,2,5.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
7003166,5634,34.0,34.0,6,6.0,28172.0,0,1.0,1042364.0,4,8,1.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
7003916,4023,16.0,8.0,2,5.0,21173.0,0,2.0,543087.0,1,1,5.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
7000217,6207,19.0,6.0,2,5.0,28212.0,0,4.0,757210.0,2,7,3.0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
7003206,4810,5.0,29.0,2,4.0,21864.0,0,3.0,870624.0,1,9,5.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
7001910,6224,19.0,31.0,4,1.0,25934.0,1,7.0,952296.0,4,4,1.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
7001860,3290,13.0,14.469026548672566,1,1.0,18280.0,0,1.0,588982.0,1,3,1.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
7001242,3032,9.0,14.469026548672566,4,4.0,17837.0,0,5.0,339616.0,4,1,3.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
7000690,4438,9.0,14.469026548672566,3,3.0,18491.0,0,11.0,532541.0,3,9,5.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
7004231,5005,15.0,5.0,5,6.0,22751.0,0,2.0,655684.0,4,8,3.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
7000567,4056,24.0,24.0,3,3.0,21347.0,0,12.0,519159.0,3,13,2.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
7002131,2525,5.0,3.0,4,1.0,19422.0,1,3.0,275210.0,4,0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
7002019,3276,13.0,20.0,1,1.0,20472.0,0,2.0,645277.0,1,3,3.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
7002887,2581,8.0,15.0,4,5.0,25808.0,0,3.0,345827.0,3,1,4.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True
7001515,2261,14.494707127734651,9.0,4,1.0,17389.0,1,1.0,244142.0,4,1,3.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True
7001084,6712,20.0,7.0,4,3.0,27965.0,1,10.0,677872.0,4,2,1.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
7002588,4510,23.0,14.0,5,3.0,20502.0,0,1.0,635972.0,4,2,2.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
7003379,6046,24.0,36.0,5,5.0,28790.0,1,12.0,785967.0,4,11,4.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
7001032,3656,22.0,15.0,3,1.0,22847.0,1,1.0,445973.0,3,8,3.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
7001479,3760,11.0,8.0,1,1.0,17089.0,0,1.0,619999.6992670636,1,2,4.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True
7003501,2334,7.0,9.0,4,2.0,23335.0,1,5.0,338358.0,3,2,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
7002664,7580,15.0,8.0,4,4.0,36096.0,0,8.0,1493292.0,3,4,2.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False
7001189,2570,13.0,13.0,4,4.0,17133.0,1,6.0,619999.6992670636,4,7,1.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
7003785,4881,24.0,5.0,5,4.0,22187.0,1,6.0,824913.0,4,3,5.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
7003407,7243,22.0,22.0,5,5.0,38122.0,0,4.0,738804.0,4,10,3.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
7001564,5349,5.0,27.0,3,4.0,21397.0,0,1.0,609815.0,3,4,5.0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
7000618,2895,6.0,12.0,3,4.0,19302.0,0,3.0,550107.0,3,2,4.0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
7000576,2703,14.0,3.0,4,4.0,22525.0,0,5.0,335172.0,4,12,2.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
7001454,5211,26.0,16.0,4,1.0,23686.0,0,1.0,578412.0,4,7,1.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
7000650,5179,26.0,31.0,3,3.0,20714.0,0,6.0,750883.0,3,3,2.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
7003944,4352,22.0,9.0,4,4.0,22906.0,1,7.0,648469.0,3,8,3.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
7000156,2989,3.0,15.0,3,2.0,21347.0,0,4.0,540933.0,3,4,3.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
7000831,4499,9.0,14.469026548672566,3,5.0,17996.0,0,2.0,499389.0,3,3,1.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
7000888,3272,20.0,14.469026548672566,3,4.0,18180.0,0,4.0,602122.0,3,2,5.0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
7002801,2886,12.0,12.0,5,5.0,22200.0,1,3.0,444444.0,4,3,5.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True
7003860,6750,13.0,27.0,4,6.0,35525.0,1,1.0,931466.0,3,11,3.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False
7004309,3102,16.0,3.0,4,4.0,20677.0,1,3.0,617208.0,3,1,1.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
7000817,2608,3.0,13.0,3,3.0,18629.0,0,4.0,453802.0,3,2,3.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
7001961,1733,14.494707127734651,3.0,4,3.0,17329.0,0,1.0,180222.0,4,2,4.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True
7000293,3320,3.0,7.0,3,4.0,33200.0,0,4.130073800738008,574360.0,3,7,2.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True
7001767,3166,13.0,19.0,4,1.0,18622.0,1,2.0,554005.0,4,3,1.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True
7000990,4849,19.0,5.0,1,3.0,20206.0,0,1.0,969888.0,1,7,1.0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
7003508,6118,24.0,6.0,2,3.56536312849162,22890.30999066293,1,2.0,1211402.0,1,9,1.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
